CAPA ID;Title;Due Date;Deadline for effectiveness check;Assigned To;Pending Steps;Completed On;Category of Corrective Action;Priority;Action taken;Expected results of Action;Action plan;Description;Proposed responsible
153;"Update SOP0001 to include aseptic work routine";30/11/2023;;Joakim Sørgård;;02/02/2024 01:01 AM;Documentation (SOP etc.);Low;;"No infection during cell expansion for the next 6 months after CAPA initiation ";"Add a section for working aseptically inside LAF bench (i.e. number of flasks, quantity of material)";;
152;"Ensure sufficient training of production team";23/03/2024;;Gudrun Richstad;"CAPA Execution";;Personnel;High;;"6 months from completion of this CAPA, review training of all production operators. If all operators working at ISO production site from 2019 and later have completed all introduction training and any training gaps identified have been closed, this CAPA is considered effective.";"Identify training gaps by reviewing the training of all production operators working at the Diagnostic production site from 2019, including introduction training, and ensure that all introduction training has been completed as well as establish the status of other job-specific training. If training has not been completed, plan and initiated training to close gaps identified.";;
151;"Daily reporting of ASM status";29/02/2024;20/04/2024;Gudrun Richstad;;19/02/2025 04:23 PM;System /process;Normal;Action performed;"After next production batch has been completed, 2-3 operators + 1 in production management within the AcuSyst team are to be interviewed on the usefulness of the daily reporting. if majority considers the reporting useful in addition to no non-conformances raised due to poor communication, this CAPA is considered effective.";"As the root cause of NC164 was poor communication between operators working on the AcuSyst maximizer, a CAPA is raised to initiate daily reporting of ASM status to the entire team and production management through email. The email will summarize the status of ASM, ensure better communication within the team and that more eyes are on the process each day, and the production management can ensure everything is going as planned. The template of the report is attached (ref. Attachment 1- template). This CAPA is believed to facilitate  better communication regarding he status of ASM during the next production batch. The template and usefulness of the reporting will be regularly reviewed by the AcuSyst team.";"Two operators (SBa and JSS) and team leader (NGR) were asked what they thought of the daily ASM reporting and if they considered it beneficial.   SBa replied that he thinks it works well to ensure information flow on AcuSyst status with the team (Attachment 3) JSS commented that it was really beneficial after having some time off or after focusing more on other tasks, to be able to look through all that has happened and in a timeline. (attachment 2) Team leader NGR thinks its beneficial, both as when writing the status responsible person does a second evaluation of the parameters, and also for others receiving the status can do a quick check on if everything looks good. she also comments on that its a good way to transfer information from the next person responsible for the system.(attachment 2)   As all personnel interviewed consider the daily status to be beneficial for the work and information flow, and no new non conformances have been raised for acusyst productions that have an identified root cause as poor communication, this CAPA is considered effective.";
150;"Update the CAPA module in BizzMine for CAPA without effectiveness evaluation.";31/03/2024;10/01/2025;Anna Huk;;26/08/2024 04:03 PM;System /process;Normal;Action performed;"All the CAPA for which effectiveness evaluation will not be performed will go directly to the "STOP" step after the "CAPA execution QA approval" step. Evaluate three executed CAPAs for which effectiveness evaluation will not be performed. ";"The CAPA module in BizzMine must be updated to accommodate CAPA without an effectiveness evaluation check. Some preventive CAPAs are registered as improvements without defined acceptance criteria (for example, based on employee feedback). However, record flow in BizzMine is the same for both CAPA types, with and without effectiveness evaluation.  At this moment, all CAPA goes for effectiveness evaluation, regardless of whether evaluation is required or not. For CAPA without evaluation, the QA team executes the effectiveness evaluation step when "NA" is recorded in the evaluation section.   The CAPA record flow in BizzMine has to be updated so that all CAPA for which effectiveness evaluation is not needed will go automatically to the "Stop" step after the "CAPA execution - QA approval" step. ";"Since the CAPA collection module was updated, 3 CAPAs which did not require effectiveness evaluation step were executed and checked: CAPA207, CAPA212 and CAPA213. The workflow for each of the CAPA records was inspected and it was confirmed that all 3 records were correctly finished/closed after "Execution - QA approval" step.";
149;"Add a lock on the side of the fridge DIA285 to ensure the door holds closed between use";29/09/2023;15/05/2024;Elias Veidal;;09/07/2024 03:21 PM;Equipment / premises;Normal;Action performed;"This CAPA is considered effective if 3 months from this CAPA execution there are no reoccurrences where freezer door on DIA285 is open over a period of time due to ice formation.";"Mount a closure to the side of the of the freezer and door that will need to be manually opened and closed. This will ensure that door will be held closed when freezer is not in use.";"Freezer door lock was replaced with a more durable alternative (Ref: Attachment 3). This CAPA is considered effective as 3 months has past and there are no reoccurrences of freezer-door malfunction. No new non-conformances were raised within the time period.";
148;"Include measures to keep the freezer door closed";15/11/2023;20/04/2024;Øyvind Røe;;16/07/2024 05:06 PM;Equipment / premises;Normal;Action performed;"3 months after the completion of checkpoint added to maintenance list, perform trend review of sirius DIA285 freezer. If data indicates higher temperature investigate if it is connected to open door over period of time related to ice build up. If No such instances have occurred, this CAPA is considered effective";"This CAPA is initiated due to NC157 and NC82. To prevent any similar incidents in the future the following measures will be introduced. Include check of ice in freezer to monthly maintenance list of analytical lab. Also included in this CAPA is to: Discard product stored in the freezer during the incident.  Inform logistics about discarded products.  Close CAPA from NCR2080  Verify effectiveness check for CAPA66, NC82  ";"12.02.2024 a mechanism for control of open door was set up, did not work. 19.02.2024 an improved and very solid mechanism for keeping the door closed, and all operators were informed of the function: It must be manually closed.   10.06.2024 No data indicates high threshold alarm temp (see outprint Sirius logging for DIA285), except for the date 26.02.2024 10-15, due to complete de-icing of equipment. Latest closing mechanism works fine to date. Superuser checks for extra icing and registrers task each month in register "oversikt vasking og utstyr".  According to superusers recent statement ice was remover in average each month, sometimes more often if high humidity occurs. The freezer still produces some ice, even if the door lock mechanism works fine. And the lock will now help for recognition of much ice at closing of door.";
147;"Update managment review template";29/02/2024;05/09/2025;Anna Huk;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"The next management review should be executed according to the new management review template. ";"Management review template will be revised to include specific sections that capture the identified external and internal conditions. These sections prompt reviewers to assess each condition's relevance, potential risks, opportunities, and potential impact on our strategic objectives.";;
146;"Update SOP4002 to include troubleshooting section for errors";29/12/2023;10/01/2025;Øyvind Røe;;06/01/2025 02:58 PM;Documentation (SOP etc.);Normal;Action performed;"12 months after this CAPA has been completed, interview the operators running FPLC and determine if they are aware (and in case of it happening, have performed according to SOP) of how to proceed in case of system failure. if all trained and functional operators are aware of how to proceed, this CAPA is considered effective.";"Update SOP4002 to include troubleshooting procedure for errors like in NC161.  This will provide a clear instructions for every operators to independently and uniformly troubleshoot the well-known problems";"240213 Training was given to trained operators, for troubleshooting procedure. 240610 Another operator (JSS) is to be trained in the procedures. 240829 The check should be performed in the end of year and when JSS is fully trained and has done some complete performances. 241216 Operator JSS has stopped for further training.   JSS did have some runs before stop, but had no issue observations and no troubleshooting according to updated SOP was performed. Still he was informed of how to proceed at described pump error.  Operator SBA did have two pump errors in period. According to operator the failures were proceeded according to updated SOP and without non-conformances. No other described failures did occure in period, and no other operators are trained at the moment.  ";
145;"Update DOC0060.3 Running of AcuSyst Maximizer";29/06/2023;;Joakim Sørgård;;29/06/2023 01:42 PM;Documentation (SOP etc.);Normal;;"No non-conformances regarding clamp omission for the next 6 months after CAPA execution. ";"Major revision of DOC0060.3 specifically to update harvest section to include reminder or checkpoint for opening clamps during change of harvest. ";;
144;"Decide the root cause of bellow pump leakage after supplier's investigation";31/10/2023;09/07/2024;Johanna Lindskog Frydendal;;17/09/2024 12:19 PM;Equipment / premises;High;Action performed;"No similar event in 6 months after supplier complain is finalised.";"The supplier (C3 technical expert) will inspect the bellow pump as well as the ASM used during production during the service visit to Curida Diatec in July 2023. Further step  - supplier complaint, will be taken. Action: Open supplier complaint to investigate manufacturing failure in bellow pump. ";"No reported similar events since supplier complaint SCR079 was finalized. Effectiveness check is evaluated to be sufficient.";
143;"Create a training module for clean room maintenance, service and qualification.";31/03/2024;10/03/2025;Maya Hjornevik;;24/02/2025 12:43 PM;System /process;Normal;Action performed;"The next clean room requalfication is performed according to the procedure.";"-          Create a training module for clean room maintenance, service and qualification.";"The requalification was completed within one year of the previous requalification as expected. CAPA complete.";
142;"Change the cleanroom responsibility to facility";31/12/2023;07/03/2025;Gudrun Richstad;;25/02/2025 10:42 AM;System /process;Normal;Action performed;"The next clean room requalification 2024 should be conducted within a defined regime. ";"-          Change the cleanroom responsibility to facility. Change control must be open to cover SOP update, training, evaluation of job description etc.";"Cleanroom was qualified by Bryn on the 24.02.2024 and then on 11.02.2025 which was within the annual time regime according to SOP3002 v06, which states annual activities are to be performed in 12 months +/- 30 days.Therefore this CAPA is considered effective.   Note: Effectivness check definition has an error, it should state "in 2025" as CAPA was executed in november 2024, making the next qualification in 2025.";
141;"Add the follow ups of (clean)room into instrument maintenance list";31/12/2023;08/03/2025;Gudrun Richstad;;25/02/2025 10:43 AM;System /process;Normal;Action performed;"The next cleanroom qualification in 2024 will be conducted within a defined qualification regime. ";"Ensure that the re-qualification of the cleanrooms is followed up, consider either adding it to the existing excel maintenance list or creating a list in Bizzmine for rooms, to keep track of changes, service and maintenance. ";"Cleanroom was qualified by Bryn on the 11.02.2025 which was within the annual time regime according to SOP3002 v06, which states annual activities are to be performed in 12 months +/- 30 days.Therefore this CAPA is considered effective.   Note: Effectivness check definition has an error, it should state "in 2025" as CAPA was executed in november 2024, making the next qualification in 2025.";
140;"Requalify the cleanroom";31/12/2023;11/04/2024;Gudrun Richstad;;11/04/2024 02:27 PM;Equipment / premises;Normal;Action performed;"NA";"-          Qualify the clean room according to SOP3000. ";"NA";
139;"Include how to store and discard mycoplasma samples in SOP1070 Version 2.0";15/05/2024;08/11/2024;Gro Stokke;;07/11/2024 10:20 AM;Documentation (SOP etc.);Low;Action performed;"NA";"Mycoplasma samples are stored in the laboratory freezer DIA285 for potential investigation purposes. These vials are stored for a year and then discarded. Neither storage nor routine for discarding them is explained in SOP1070 Version 2.0. Include a section in the procedure to explain how to perform this process and include: - How to label vial. - Storage conditions. - Time before discarding the sample. - Create a routine check of the stored vials.";"NA";
138;"Major revision of SOP1007 and DOC1007_1014_1025.1";30/12/2023;11/03/2026;Elias Veidal;;02/03/2026 10:48 AM;Documentation (SOP etc.);Low;Action performed;"in 1 year after completion of this CAPA, review the procedure and worksheet to ensure that process is optimal and according to current practice. If all is according to current practice and no more than 1 Non conformance has been raised regarding handling of documents and data from failed analysis this CAPA is considered effective.";"Major revision of SOP1007 and DOC1007_1014_1025.1 to structure document categorically  and improve readability and understanding. A change to process will be raised through change management system. Include a section on how to handle documents and data from failed analysis.";"No non-conformances have been raised regarding mishandling of documents and data from failed analysis. This CAPA is considered effective. ";
137;"Review and reform the document handling procedures to preserve traceability";26/12/2023;;Gudrun Richstad;"CAPA Execution";;Documentation (SOP etc.);Normal;Action performed;"6 months after this CAPAs execution, interview 2 operators on document responsibilities. If operators are aware of their responsibilities regarding handling documents and failed data, and no more than 1 non-conformances raised regarding document traceability/missing documents this capa is considered effective.";"Review our procedures/routines for handling documents and identify bottlenecks. Update procedure and retrain laboratory team to prevent further non conformities related to traceability of documents. include clear guidelines for recording and archiving of documentation of failed procesess. ";;
136;"Open supplier complaint regarding recent CL1000 issues";31/08/2023;22/05/2024;Johanna Lindskog Frydendal;;14/10/2024 10:37 AM;Material;Normal;Action performed;"The supplier changed the manufacturing process of the critical consumable (membrane) used in CL1000 flasks, which was identified as the root cause of the observed leakages. The flasks with the new membranes were evaluated by the supplier, and their performance was found to be satisfactory (refer to report SCR070). Additionally, Curida Diatec conducted an internal study to evaluate the effectiveness of the supplier’s correction (feasibility study DEV164). During this study, six flasks were used in the internal production of two clones. No leakage or contamination was observed when the new flasks were used. What is more, the flasks performed satisfactorily in the upstream production process with both used cell lines. The flasks with the new membrane were implemented via change control CMID80 on 10.10.2024. ";"Register a supplier complaint regarding the CELLine 1000 units with lot 0000035023 which have been suffering from membrane leakage between the outer medium compartment and the cell compartment.   A total of 42 units of CL1000 flasks with lot 0000035023 was received, of which 4 (10%) so far have been confirmed to suffer from membrane leakage of cells. This has caused the production timeline to suffer and in case of NC147 requiring a new startup of CL1000 production unit.  ";"The investigation conducted by the supplier is considered satisfactory. The CL1000 flasks with the new membranes performed well, and no leakage or contamination was observed when used by the operator in July–August 2024. ";
135;"Discard B920 when alternative isotype control is available";30/10/2023;28/08/2023;Elias Veidal;;04/09/2023 03:05 PM;Material;High;Action performed;"NA";"Discard B920 when alternative isotype control is available.";"NA";
134;"Transfer batch numbering from Excel to BizzMine";26/01/2024;;Joakim Sørgård;"CAPA Execution";;System /process;Normal;;"The effectiveness of the action will be assessed four months after CAPA is implemented. 90% of the impacted batches will be correctly linked in NCR report via connected batch number lists(s). Effectiveness evaluation will provide a number of checked NCR reports and references to them.";"Establish list(s) for batch number registration in eQMS BizzMine. The action implementation has to be executed via Change control.   Currently, the unique batch number is registered in a dedicated Excel spreadsheet. All associated information for each batch number is entered manually (based on information in other lists: project list, clone list, etc.). The batch number list should be transferred from Excel to eQMS BizzMine. List in BizzMine will allow crosslinking of different lists within the system (project list, non-conformance list, etc.), which improves the traceability of the documents and information.     ";;
133;"Include a trouble shooting section in SOP4008 Version 3.0";24/12/2024;10/06/2024;Joakim Sørgård;;10/06/2024 09:04 AM;Documentation (SOP etc.);Low;Action performed;"NA";"Include a troubleshooting section in SOP4008 Version 3.0. to describe how to handle frequently occurring problems with incubators.";"NA";
132;"Evaluate Weekly work-schedule";30/07/2023;26/08/2024;Sigrid Eisner;;10/02/2025 03:01 PM;Other;Low;Action performed;"4 months from CAPA execution, all SDS pages upon til that time have been run under correct conditions.";"Evaluate Weekly work-schedule and remove specific information (type of QC, medium etc) to increase the use of Product specification.";"Since CAPA Execution on 25.04.2024, no new non conformances have occured regarding SDS-PAGE running under the wrong conditions. As all documents are double controlled, then technically reviewed by a 3rd person and then reviewed by QA, it is concluded that all SDS page that have been run during this period have been run under correct conditions. ";
131;"Retraining of operator in SDS-PAGE under non-reducing conditions";22/09/2023;17/07/2024;Suyog Basnet;;17/04/2024 11:10 AM;Personnel;Normal;Action performed;"Operator JSS performs 3 analysis without deviation from procedure. Worksheet,and results of all 3 analysis will be reviewed by trainer and confirmed acceptable. ";"JSS will receive additional training and supervision in SOP1066.";"After retraining of the operator, the first three SDS-PAGE analysis performed by the operator are SDS659, SDS683 and SDS701 (Ref. Attachments). All of these analysis were successfully completed and approved.";
130;"Register new Sirius logger and request replacement of backup logger";04/07/2023;12/07/2023;Elias Veidal;;12/07/2023 12:09 PM;Equipment / premises;Low;Action performed;"Na";"Register the current backup Sirius logger as equipment for DIA156 and request replacement of backup logger.";"NA";
129;"Trained additional personnel in conducting internal audits.";31/08/2023;29/02/2024;Anna Huk;;16/07/2024 05:21 PM;System /process;Normal;Action performed;"At least 2 internal audits should be executed 6 months after training is provided.  One of the audits should cover at least 4 QA processes.";"Provide training in conducting internal audits for at least one perosnel. The training document should be attached as evidence of CAPA execution. Preferably one person from outside QA department should be trained to be able to execute an internal audit of the QA process. ";"Since the training was given, 3 internal audits were conducted, refer to internal audits ID4, ID5, ID6. 4 QA processes were inspected during those audits: - change management. - Batch approval and product release. - Supplier management. - Supplier audit.  ";
128;"Change of Label wording in SOP5043 to be done next revision.";31/08/2024;;Maya Hjornevik;;11/01/2024 07:37 PM;System /process;Normal;;"6 months after this CAPA has been completed, a review of equipment within the Diagnostic site will show that all instruments not ok for production are labelled as in quarantine.";"Re-evaluate the labelling of equipment described in SOP5043  section 4.3.7, include the possibility of a QUARANTINE label and instructions on how to use different type of labels. Include a section for writing references to QMS cases on label. Re-training of all employees in labelling of equipment should be performed after the update to highlight the new requirements and how to use it.  This CAPA is an improvement to the current SOP, as "Quarantine" can be used for all instruments if it is needed, however instruments can be approved for production but still in quarantine and therefore not used.";;
127;"Create a job specific training module for SOP5043";28/09/2023;10/08/2024;Maya Hjornevik;"CAPA Effectiveness check - QA Approval";;System /process;Normal;Action performed;"perform a full walkthrough of all equipments 6 months after this CAPA has been completed, to ensure all equipment is labeled according to SOP5043.";"CAPA Plan: Expand the training necessary for handling equipment by creating a job specific training module for SOP5043, including a section on different states of equipment, how to label them and responsibilities to label and checking of label. Expected results:All equipment labelled correctly according to current state  ";"A full walkthorugh of all equipment is not adviced. This will be far too time consuming and resource demanding. As an alternative, I suggest to perform effectiveness check on 15 random equipment: 1.   DIA062 - Refrigerator, LSM Minibar 2.   DIA417 - Eppendorf Galaxy 170 S 3.   DIA304 - Finnpipette 4.   DIA119 - Finnpipette 5.   DIA451 - PIPETBOY pro 6.   DIA223 - NinoLaf Safety Cabinet Modell ninoSAFE 1500 7.   DIA011 - Scout-Pro SPU2001, Ohaus 8.   DIA336 - LoRa SPY Logger 9.   DIA468 - LoRa SPY Sensor 10. DIA312 - LoRa SPY Sensor 11. DIA447 - Cold Room 12. DIA429 - LoRa SPY Logger 13. DIA468 - LoRa SPY Sensor 14. DIA271 - Microcentrifuge mySPIN 6 15. DIA038 - Microscope, inspection   Performed: 1.   DIA062 - Refrigerator, LSM Minibar - OK, labeled with DIA nr. according to SOP3002 2.   DIA417 - Eppendorf Galaxy 170 S - OK, labeled with DIA nr. according to SOP3002 3.   DIA304 - Finnpipette - OK, labeled with DIA nr. according to SOP3002 4.   DIA119 - Finnpipette - OK, labeled with DIA nr. according to SOP3002 5.   DIA451 - PIPETBOY pro - OK, labeled with DIA nr. and in shutdown according to SOP3002 6.   DIA223 - NinoLaf Safety Cabinet Modell ninoSAFE 1500 - OK, labeled with DIA nr. according to SOP3002 7.   DIA011 - Scout-Pro SPU2001, Ohaus - OK, labeled with DIA nr. according to SOP3002 8.   DIA336 - LoRa SPY Logger - OK, labeled with DIA nr. and in shutdown according to SOP3002 9.   DIA468 - LoRa SPY Sensor - OK, labeled with DIA nr. according to SOP3002 10. DIA312 - LoRa SPY Sensor - OK, labeled with DIA nr. according to SOP3002 11. DIA447 - Cold Room - OK, labeled with DIA nr. according to SOP3002 12. DIA429 - LoRa SPY Logger - OK, labeled with DIA nr. according to SOP3002 13. DIA468 - LoRa SPY Sensor - OK, labeled with DIA nr. according to SOP3002 14. DIA271 - Microcentrifuge mySPIN 6 - OK, labeled with DIA nr. according to SOP3002 15. DIA038 - Microscope, inspection - OK, labeled with DIA nr. according to SOP3002";
126;"Monitoring possible technical issues identified at change of Protein A media";30/06/2024;12/12/2024;Øyvind Røe;;12/12/2024 03:27 PM;Material;Normal;Action performed;"Equipment monitoring regarding pressure should be logged over a period of 6 months. Use of new Protein a media regarding pressure should be approvable if pressure limits are acceptable, and purification runs are not interrupted due to high pressure buildup.  Criteria for control of issue is monitoring of two different clones to be purified in large scale, and not more than previous observed precipitation as result.";"Monitor pressure at large column runs using new Protein A media. High pressure may appear at scale-up using new Protein A  media, when processing large scale products. At time of report current large scale column size is 400mL, diameter 5cm (height 20cm) and flow speed 45mL/min and maximum pressure value of 0.8 mPa, not to be exceeded. It is acceptable to operate at higher pressure in pumps as long as pressure over the column is not more than 0.8mPa and rest of pressure buildup is over tubing and switches.   Monitor precipitation in large scale products after switch to new Protein A media. A Possibility of precipitation issues in larger scale products during purification and dialysis is identified in DEV163 report. Acceptable results will be not more observed precipitationthan than in previous batches. ";"NA";
125;"Improve the on-boarding of employees to different functions within Curida Diatec organisation";15/12/2023;;Johanna Lindskog Frydendal;;11/04/2024 02:46 PM;System /process;Normal;Action not performed;"Next on-boarding of existing employee into a new function after execution of this CAPA will be properly planned, easy to execute with documented previous experience as justification for less initial training.This will be confirmed with an interview of both main trainer and trainee.";"CAPA plan: to re-evaluate the on-boarding/initial training process described in SOP5047 to effectively on-board existing personnel into new functions. This evaluation should include but not be limited to training modules for introductions into departments, definition of initial introductory training and how to document previous experience/competence within the training module. Justification for CAPA plan : In 2023 multiple personnel from the Clinical site of Curida Diatec were on-boarded to be able to contribute at Diagnostic site when resources were available. The on-boarding process described in SOP5047 Handling of training was not always applicable as these were current employees of Curida Diatec, and were familiar with many aspects of the process, and the training system it self was not flexible enough, leading to potential gaps in the on-boarding and training of the personnel. Therefore the on-boarding/initial training process needs to be reevaluated to include the possibilities for personnel to be able to work across the organisation. ";;
124;"Update SOP0060 and SOP4054 to define Preventive Maintenance for AcuSyst equipment";29/02/2024;30/11/2025;Nina Granum;"CAPA Effectiveness check - QA Approval";;Documentation (SOP etc.);Normal;Action performed;"NA";"Update AcuSyst procedures (SOP0060 and SOP4054) to define when to perform preventive maintenance of instruments and how often each action should be performed.";"AcuSyst procedures have been updated according to CAPA plan. SOP0060 have been updated  and divided into SOP0086, SOP0087, SOP0088, SOP0089 and SOP0090. It is defined when to perform PM in SOP0086. No new leakage observed.";
123;"Service on the ASM";31/12/2024;31/12/2024;Suyog Basnet;;04/03/2024 04:40 PM;Equipment / premises;Normal;Action not performed;"Instrument is working without similar occurrence within next year after this CAPA has been completed.";"Identify and fix the problem with leakage. ";;
122;"Update procedures for handling failed thawing runs";02/09/2023;29/05/2024;Gudrun Richstad;"CAPA Effectiveness Evaluation";;Documentation (SOP etc.);Normal;Action performed;"All failed thaw runs will be archived according to the procedure. Effectiveness should be assessed 4 months after the procedure is updated.";"Update the procedure to provide instructions how to handle documentation for failed thawing runs.  Implement a system for oversight of failed runs. The worksheet for a failed run should be signed by the operator and archived in a dedicated folder. The QA signature is not required for failed run. The worksheet doesn't have to be stored together with batch documentation if the batch number was not selected /included in the worksheet.  The updated procedure should provide information on which runs failure should be documented as NCR and which can be archived only with the operator's comments.";;
121;"Update SOP0003 to include troubleshooting and flexibility when dealing with difficult cell-lines.";02/05/2023;03/04/2024;Gro Stokke;;05/05/2024 10:48 PM;Documentation (SOP etc.);Low;Action performed;"This CAPA is considered effective if >95% of thawings performed in the next 3 months after CAPA is executed are according to SOP001/003.";"Update SOP0001 and SOP0003 to include a section for troubleshooting or suggested actions when thawed cells doesn't grow well. This should include steps to adjust FBS concentration and centrifugation. ";"SOP0001, version 3.0, valid from 31.10.2023, SOP003, version 4.0, valid from 02.01.2024 and DOC001_0003, version 3.0, valid from 02.01.2024. Uses of  DOC001_0003, version 3.0 are listed in following table: Thaw no  Clone  Thaw date  Sign  Result  Note  Thaw873  A8B5  10.01.2024  GS  OK, filled in  Had to spin  Thaw874  A8B5  30.01.2024  YNE  OK, filled in  No trouble  Thaw875  561 (ITI-561)  07.02.2024  SBA  OK, filled in    Thaw876  BRA-4F1  07.02.2024  SBA  OK, filled in    Thaw877  ABS 012-20  21.02.2024  GS  OK, filled in    Thaw878  ABS 023-02  21.02.2024  JSS  Not filled in  Missing  Thaw879  ABS 028-08  21.02.2024  SBA  OK, filled in    Thaw880  ABS 033-04  21.02.2024  GS  OK, filled in    Thaw881  ABS 047-17  04.03.2024  GS  OK, filled in    Thaw882  ABS 050-45  04.03.2024  HPJ/GS  OK, filled in    Thaw883  SPV-T3b  04.03.2024  SBA  OK, filled in    Thaw884  HE1/4b/3  04.03.2024  SBA  OK, filled in    Thaw885  5F9B10  06.03.2024  JSS  NA  No mab experience  Thaw886  Law 268:29  12.03.2024  JSS  OK, filled in    Thaw887  HAM6 263-SB  12.03.2024  JSS  NA  No mab experience  Thaw888  280  12.03.2024  JSS  OK, filled in    Conclusion: New versions seem to work good.";
120;"Establish backup instrument for ELISA assays";31/08/2023;10/05/2025;Joakim Sørgård;;16/06/2025 08:48 AM;Documentation (SOP etc.);Low;Action performed;"CAPA is considered effective if in 6 months >95% of ELISA runs have used approved ELISA instruments according to SOPs.";"Establish backup instrument for ELISA assays, in case of instrument malfunction and update ELISA SOPs accordingly. Training in backup instrument needs to be given to all operators trained in ELISA. Training modules for ELISA are to be updated to include training in backup instrument.";"All ELISA runs after implementation have been with approved ELISA instruments according to SOPs. Ref E6626-6667";
119;"Revise process for performing SDS-Page analyses";31/05/2023;;Kawmadi Vithana;"CAPA Execution";;Equipment / premises;High;;"90% of SDS runs performed 4 months after CAPA execution were analyzed correctly accordingly to the procedure. 90 % of performed runs had correctly interpreted technical requirements, taken images were prepared for analysis according to procedure and the run was correctly verified (approved/reject).";"Re-evaluate process for purity determination of final product using SDS-Page technique. The following aspects should be reevaluated: - preparing pictures for analysis: cropping,  removing impurities, defining line, etc - define and illustrate what type of impurities can be removed during preparing the picture for analysis - how to report results for reduced and not reduced conditions - define criteria for run approval or rejection, OOS results, - evaluate the benefit of using reference batch in run - provide guidelines for OOS investigation";;
118;"Update Incubator Maintenance Worksheet DOC4008.1";12/04/2023;12/07/2023;Joakim Sørgård;;08/01/2024 06:40 PM;Documentation (SOP etc.);Low;Action performed;"If less than 2 minor errors related to incubator maintenance occurs in 6 months after the new control form has been implemented, this CAPA is considered effective.";"Change control form DOC4008.1 to include a checkpoint for removing protective cap after cleaning. ";"1 minor error related to incubator maintenance, NC228, during the 6 months after newly implemented control form. This error was not related to the protective cap which incited the creation of this CAPA. This CAPA is considered effective.";
117;"Retraining of production team in SOP5043";31/08/2023;26/04/2024;Øyvind Røe;;10/06/2024 10:12 AM;Personnel;High;Action performed;"All instruments correctly labelled, check 2x in 6 months after this CAPA has been executed.";"Perform retraining of production team in SOP5043, regarding responsibilities during use of equipments and on different labelling for different states of the equipment.";"First check 12.02.2024: No errors found. Second check 10.06.2024. No errors found. Facility department did not find any incidents regarding labelling either.";
116;"Repair of DIA143";16/05/2023;27/03/2024;Elias Veidal;;28/01/2024 10:26 PM;Equipment / premises;High;Action not performed;"Evaluate next trend review after repair of DIA143 to ensure that equipment is functioning. Minimum 2 months after repair.";"Approved service personnel must repair DIA143, upload service-rapport with details of malfunction.";"Instrument will not longer be used, therefore CAPA effectiveness will not be evalauted.";
115;"Update SOP1099 with instructions on checking chemical expiry and to labels materials that expire within 3 months.";30/09/2023;15/10/2024;Øyvind Røe;;10/06/2024 06:34 PM;Documentation (SOP etc.);Normal;Action performed;"During 2, and 3rd quarerly check, no chemicals identified expired without expire soon label.";"Action is ment to lower the possibility of using materials that must be discarded, by implement that two operators must fail to get an error instead of one. According to SOP5010: "When materials are taken out of stock and in use, it is the operators’ responsibility to check the expiry date on materials and make sure no expired materials are used in processes."But to lower the risk it must be visualized more clearly that an expiration date is near: The actual material should be marked. Update SOP1099 Cleaning and Maintenance routines in Lab and Office Area for ISO production:Add to quarterly cleaning routines: When cleaning the cabinet for storing chemicals, at the same time, check the expiration dates of all chemicals stored.Expired chemicals must be removed. Chemicals with expiration 3 months or less shall be labelled with sticker "EXPIRES SOON". New stickers shall be available at point of use. Every quarter, implemented  in procedure, all materials stored in cabinet for chemicals will then be checked by an operator.Next time an operator will see marked material clearly if expiration date is coming up.Then it will be two events of check in stead of one at point of using materials.This is to lower the possibility of using materials that must be discarded, two operators must fail to get an error instead of one.";"Check performed after quarterly cleaning/controls of chemicals in analysis lab. Checked after 08.FEB.2024 and 14.MAY.2024 Only correct use of "expires soon" stickers were observed. Those expired chemicals removed in period were wearing stickers.";
114;"Check for leakage from drain system in coldroom";30/05/2023;19/06/2023;Suyog Basnet;;25/10/2023 12:16 PM;Equipment / premises;High;Action performed;"No leakage from drain system for two weeks after sealant is applied.";"Inspect drain system in coldroom for leakage for two weeks. To ensure that the applied sealant is sufficient to block the leakage. Document the findings in DOC0060.7 If sealant is not enough, contact pedro consulting to redo the soldering of the pipe.";"No leakage has been observed so far from the drain system. ";
113;"Supporting document to Acusyst media calculations";30/06/2023;31/10/2023;Suyog Basnet;;20/02/2024 04:52 PM;System /process;Normal;Action performed;"90% of all calculations on supporting document are correctly performed, and no non-conformances correlated to these calculations are created during two full acusyst productions.";"Create a supporting document to log and calculate tank volume and Acusyst media consumption. Present to acusyst team and implement in routine.";"No NCs related to calculation error were registered after implementation of the supporting document. The document is placed in the cold room where the tanks are placed. The following are the two first batches produced after CAPA implementation:  - Clone: 2D2, Batch: B8546, Production date: 20.04.2023- 07.07.2023 - Clone: 2D2, Batch: B8622, Production date: 21.07.2023- 18.01.2024 The supporting document is an informal document which is not a part of QMS so, the calculation document is not attached to the effectiveness check. Calculations performed during production batch B8546 and B8622 were performed correctly as no NC registered due to calculation error were registered in these production batches. Thus, the CAPA is deemed effective.  ";
112;"Order Service/repair for incubator DIA025";23/05/2023;;Yngve Ness;;08/02/2023 06:36 AM;Equipment / premises;Normal;;"DIA025 stays within acceptance criteria for 2 months after service.";"Order service/repair for DIA025 and release quarantine when instrument is cleared.";;
